sub_category,product_id,cost_price,list_price,quantity,discount_percent,cost_quantity,discount,sales_price,profit
Binders,OFF-BI-10001982,0,0,3,3,0,0.0,0.0,0.0
Binders,OFF-BI-10001922,0,0,1,3,0,0.0,0.0,0.0
Copiers,TEC-CO-10001449,770,960,2,2,1540,38.4,1881.6,341.5999999999999
Binders,OFF-BI-10004140,10,10,4,2,40,0.8,39.2,-0.7999999999999972
Binders,OFF-BI-10003314,10,10,2,5,20,1.0,19.0,-1.0
Tables,FUR-TA-10004575,570,700,3,4,1710,84.0,2016.0,306.0
Fasteners,OFF-FA-10000490,0,0,4,2,0,0.0,0.0,0.0
Art,OFF-AR-10000122,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Binders,OFF-BI-10003656,450,510,10,4,4500,204.0,4896.0,396.0
Fasteners,OFF-FA-10002780,20,30,13,4,260,15.6,374.4,114.39999999999998
Phones,TEC-PH-10000702,60,70,12,4,720,33.599999999999994,806.4,86.39999999999998
Storage,OFF-ST-10000107,80,90,4,3,320,10.8,349.2,29.19999999999999
Phones,TEC-PH-10002293,50,50,3,2,150,3.0,147.0,-3.0
Art,OFF-AR-10004027,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Paper,OFF-PA-10000249,20,20,2,5,40,2.0,38.0,-2.0
Art,OFF-AR-10001374,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Accessories,TEC-AC-10000290,10,10,1,5,10,0.5,9.5,-0.5
Paper,OFF-PA-10001970,20,20,2,5,40,2.0,38.0,-2.0
Binders,OFF-BI-10002160,0,0,1,3,0,0.0,0.0,0.0
Paper,OFF-PA-10001970,50,50,4,3,200,6.0,194.0,-6.0
Binders,OFF-BI-10004995,4140,4360,4,4,16560,697.6,16742.4,182.40000000000146
Bookcases,FUR-BO-10002268,350,390,6,5,2100,117.0,2223.0,123.0
Envelopes,OFF-EN-10001137,10,10,2,5,20,1.0,19.0,-1.0
Art,OFF-AR-10002399,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Paper,OFF-PA-10002713,30,30,5,2,150,3.0,147.0,-3.0
Paper,OFF-PA-10002666,30,40,5,4,150,8.0,192.0,42.0
Appliances,OFF-AP-10001124,600,650,8,3,4800,156.0,5044.0,244.0
Labels,OFF-LA-10001158,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Labels,OFF-LA-10001158,20,20,2,2,40,0.8,39.2,-0.7999999999999972
Chairs,FUR-CH-10000785,460,490,3,4,1380,58.800000000000004,1411.2,31.200000000000045
Art,OFF-AR-10003732,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Furnishings,FUR-FU-10000023,40,50,8,4,320,16.0,384.0,64.0
Storage,OFF-ST-10001713,200,210,4,5,800,42.0,798.0,-2.0
Binders,OFF-BI-10002412,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Supplies,OFF-SU-10001225,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Storage,OFF-ST-10002406,90,100,7,3,630,21.0,679.0,49.0
Bookcases,FUR-BO-10002545,900,1040,4,5,3600,208.0,3952.0,352.0
Paper,OFF-PA-10002036,30,30,5,5,150,7.5,142.5,-7.5
Storage,OFF-ST-10002205,40,50,3,3,120,4.5,145.5,25.5
Binders,OFF-BI-10001982,10,10,5,3,50,1.5,48.5,-1.5
Accessories,TEC-AC-10003911,870,1020,8,2,6960,163.2,7996.8,1036.8000000000002
Art,OFF-AR-10000658,10,10,1,2,10,0.2,9.8,-0.1999999999999993
Accessories,TEC-AC-10002076,410,480,10,4,4100,192.0,4608.0,508.0
Paper,OFF-PA-10003039,80,100,4,3,320,12.0,388.0,68.0
Tables,FUR-TA-10004915,1300,1490,7,2,9100,208.6,10221.4,1121.3999999999996
Appliances,OFF-AP-10000696,10,10,3,5,30,1.5,28.5,-1.5
Storage,OFF-ST-10003327,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Binders,OFF-BI-10000309,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Paper,OFF-PA-10004734,40,50,7,5,280,17.5,332.5,52.5
Binders,OFF-BI-10002225,50,50,3,5,150,7.5,142.5,-7.5
Accessories,TEC-AC-10004708,40,40,2,2,80,1.6,78.4,-1.5999999999999943
Tables,FUR-TA-10000617,330,380,3,4,990,45.599999999999994,1094.4,104.40000000000009
Accessories,TEC-AC-10002335,70,80,3,3,210,7.199999999999999,232.8,22.80000000000001
Machines,TEC-MA-10001681,400,480,4,2,1600,38.4,1881.6,281.5999999999999
Furnishings,FUR-FU-10001935,0,0,1,5,0,0.0,0.0,0.0
Art,OFF-AR-10004757,0,0,1,2,0,0.0,0.0,0.0
Binders,OFF-BI-10000050,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Accessories,TEC-AC-10001998,40,40,2,5,80,4.0,76.0,-4.0
Phones,TEC-PH-10003012,230,250,2,4,460,20.0,480.0,20.0
Copiers,TEC-CO-10002313,1600,1800,3,2,4800,108.0,5292.0,492.0
Binders,OFF-BI-10003982,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Binders,OFF-BI-10004492,60,80,3,3,180,7.199999999999999,232.8,52.80000000000001
Storage,OFF-ST-10000798,40,50,2,3,80,3.0,97.0,17.0
Paper,OFF-PA-10002552,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Supplies,OFF-SU-10002573,60,70,4,5,240,14.0,266.0,26.0
Storage,OFF-ST-10001580,40,40,3,3,120,3.5999999999999996,116.4,-3.5999999999999943
Bookcases,FUR-BO-10004834,1990,2400,4,5,7960,480.0,9120.0,1160.0
Storage,OFF-ST-10000934,110,130,4,5,440,26.0,494.0,54.0
Accessories,TEC-AC-10000158,60,60,2,3,120,3.6,116.4,-3.5999999999999943
Paper,OFF-PA-10001947,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Art,OFF-AR-10003478,30,40,6,4,180,9.600000000000001,230.4,50.400000000000006
Appliances,OFF-AP-10004249,40,40,3,3,120,3.5999999999999996,116.4,-3.5999999999999943
Accessories,TEC-AC-10000158,140,180,5,4,700,36.0,864.0,164.0
Copiers,TEC-CO-10004115,1130,1200,3,5,3390,180.0,3420.0,30.0
Paper,OFF-PA-10003724,30,30,5,4,150,6.0,144.0,-6.0
Tables,FUR-TA-10002041,800,1000,7,4,5600,280.0,6720.0,1120.0
Paper,OFF-PA-10002893,10,10,1,3,10,0.3,9.7,-0.3000000000000007
Labels,OFF-LA-10003766,30,30,9,4,270,10.799999999999999,259.2,-10.800000000000011
Paper,OFF-PA-10001970,60,60,1,5,60,3.0,57.0,-3.0
Bookcases,FUR-BO-10001972,1260,1340,13,4,16380,696.8000000000001,16723.2,343.2000000000007
Chairs,FUR-CH-10003956,100,110,2,5,200,11.0,209.0,9.0
Paper,OFF-PA-10000157,120,140,7,3,840,29.400000000000002,950.6,110.60000000000002
Chairs,FUR-CH-10001891,250,310,4,2,1000,24.8,1215.2,215.20000000000005
Art,OFF-AR-10004344,90,100,8,5,720,40.0,760.0,40.0
Chairs,FUR-CH-10004886,320,380,5,4,1600,76.0,1824.0,224.0
Paper,OFF-PA-10003845,10,10,1,5,10,0.5,9.5,-0.5
Art,OFF-AR-10001573,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Envelopes,OFF-EN-10000483,20,20,1,5,20,1.0,19.0,-1.0
Accessories,TEC-AC-10004114,160,200,6,3,960,36.0,1164.0,204.0
Furnishings,FUR-FU-10004712,60,60,4,3,240,7.2,232.8,-7.199999999999989
Storage,OFF-ST-10000918,30,30,3,5,90,4.5,85.5,-4.5
Chairs,FUR-CH-10000015,800,870,4,4,3200,139.2,3340.8,140.80000000000018
Furnishings,FUR-FU-10003347,30,30,2,4,60,2.4,57.6,-2.3999999999999986
Binders,OFF-BI-10001543,280,290,8,4,2240,92.8,2227.2,-12.800000000000182
Machines,TEC-MA-10000029,60,70,1,3,60,2.1,67.9,7.900000000000006
Art,OFF-AR-10000369,10,10,6,5,60,3.0,57.0,-3.0
Binders,OFF-BI-10004584,160,190,2,4,320,15.2,364.8,44.80000000000001
Accessories,TEC-AC-10004659,330,410,7,3,2310,86.10000000000001,2783.9,473.9000000000001
Accessories,TEC-AC-10004659,270,290,5,5,1350,72.5,1377.5,27.5
Storage,OFF-ST-10000617,0,0,2,3,0,0.0,0.0,0.0
Storage,OFF-ST-10003306,580,710,5,4,2900,142.0,3408.0,508.0
Binders,OFF-BI-10000773,0,0,2,5,0,0.0,0.0,0.0
Accessories,TEC-AC-10002600,210,250,5,2,1050,25.0,1225.0,175.0
Machines,TEC-MA-10002937,930,1010,3,4,2790,121.19999999999999,2908.8,118.80000000000018
Paper,OFF-PA-10001970,270,310,7,4,1890,86.8,2083.2,193.19999999999982
Paper,OFF-PA-10002230,30,30,8,3,240,7.2,232.8,-7.199999999999989
Chairs,FUR-CH-10003396,190,210,3,5,570,31.5,598.5,28.5
Furnishings,FUR-FU-10000246,10,10,1,3,10,0.3,9.7,-0.3000000000000007
Storage,OFF-ST-10000060,150,190,3,4,450,22.799999999999997,547.2,97.20000000000005
Storage,OFF-ST-10003058,60,70,3,4,180,8.399999999999999,201.6,21.599999999999994
Paper,OFF-PA-10002222,80,90,4,3,320,10.8,349.2,29.19999999999999
Chairs,FUR-CH-10002372,210,240,3,4,630,28.799999999999997,691.2,61.200000000000045
Labels,OFF-LA-10001317,20,20,7,3,140,4.2,135.8,-4.199999999999989
Furnishings,FUR-FU-10000206,0,0,1,2,0,0.0,0.0,0.0
Art,OFF-AR-10000588,50,60,3,4,150,7.199999999999999,172.8,22.80000000000001
Storage,OFF-ST-10001469,130,160,3,4,390,19.200000000000003,460.8,70.80000000000001
Art,OFF-AR-10001953,210,260,6,2,1260,31.200000000000003,1528.8,268.79999999999995
Art,OFF-AR-10003156,30,30,3,4,90,3.5999999999999996,86.4,-3.5999999999999943
Art,OFF-AR-10004974,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Phones,TEC-PH-10002365,40,40,4,3,160,4.8,155.2,-4.800000000000011
Tables,FUR-TA-10001539,220,280,2,4,440,22.4,537.6,97.60000000000002
Storage,OFF-ST-10000142,570,670,2,2,1140,26.8,1313.2,173.20000000000005
Accessories,TEC-AC-10001772,50,60,4,5,200,12.0,228.0,28.0
Chairs,FUR-CH-10000225,120,130,2,2,240,5.2,254.8,14.800000000000011
Chairs,FUR-CH-10002331,670,750,3,5,2010,112.5,2137.5,127.5
Envelopes,OFF-EN-10001415,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Appliances,OFF-AP-10002472,80,100,4,3,320,12.0,388.0,68.0
Accessories,TEC-AC-10004571,760,900,9,5,6840,405.0,7695.0,855.0
Binders,OFF-BI-10001098,50,50,3,2,150,3.0,147.0,-3.0
Furnishings,FUR-FU-10000023,20,20,5,3,100,3.0,97.0,-3.0
Tables,FUR-TA-10001889,1080,1270,6,4,6480,304.79999999999995,7315.2,835.1999999999998
Binders,OFF-BI-10000315,30,30,5,4,150,6.0,144.0,-6.0
Supplies,OFF-SU-10003505,180,190,2,5,360,19.0,361.0,1.0
Appliances,OFF-AP-10002578,80,80,2,3,160,4.8,155.2,-4.800000000000011
Furnishings,FUR-FU-10002918,200,250,7,3,1400,52.5,1697.5,297.5
Bookcases,FUR-BO-10002824,200,210,2,5,400,21.0,399.0,-1.0
Binders,OFF-BI-10002194,0,0,3,3,0,0.0,0.0,0.0
Paper,OFF-PA-10004071,50,60,1,3,50,1.8,58.2,8.200000000000003
Storage,OFF-ST-10002743,290,340,3,2,870,20.4,999.6,129.60000000000002
Bookcases,FUR-BO-10001601,200,220,2,5,400,22.0,418.0,18.0
Phones,TEC-PH-10002680,610,700,4,2,2440,56.0,2744.0,304.0
Storage,OFF-ST-10001321,80,90,6,3,480,16.200000000000003,523.8,43.799999999999955
Paper,OFF-PA-10001509,60,60,7,3,420,12.6,407.4,-12.600000000000023
Paper,OFF-PA-10003465,90,90,5,4,450,18.0,432.0,-18.0
Phones,TEC-PH-10000149,90,100,6,4,540,24.0,576.0,36.0
Furnishings,FUR-FU-10002671,30,40,3,4,90,4.800000000000001,115.2,25.200000000000003
Art,OFF-AR-10003045,10,10,5,4,50,2.0,48.0,-2.0
Storage,OFF-ST-10000689,600,700,5,5,3000,175.0,3325.0,325.0
Accessories,TEC-AC-10001445,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Art,OFF-AR-10002053,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Accessories,TEC-AC-10002567,140,160,2,4,280,12.8,307.2,27.19999999999999
Labels,OFF-LA-10003923,30,30,2,5,60,3.0,57.0,-3.0
Bookcases,FUR-BO-10001337,480,510,5,4,2400,102.0,2448.0,48.0
Phones,TEC-PH-10001924,250,280,5,5,1250,70.0,1330.0,80.0
Phones,TEC-PH-10001363,2300,2740,6,4,13800,657.5999999999999,15782.4,1982.3999999999996
Phones,TEC-PH-10000376,10,10,1,5,10,0.5,9.5,-0.5
Accessories,TEC-AC-10000303,50,60,2,5,100,6.0,114.0,14.0
Art,OFF-AR-10001953,70,70,2,4,140,5.6,134.4,-5.599999999999994
Storage,OFF-ST-10001809,410,450,5,4,2050,90.0,2160.0,110.0
Envelopes,OFF-EN-10003845,10,10,3,5,30,1.5,28.5,-1.5
Accessories,TEC-AC-10000991,80,90,2,4,160,7.2,172.8,12.800000000000011
Tables,FUR-TA-10001857,180,190,3,5,540,28.5,541.5,1.5
Envelopes,OFF-EN-10001434,100,110,2,3,200,6.6,213.4,13.400000000000006
Binders,OFF-BI-10002498,110,120,8,2,880,19.2,940.8,60.799999999999955
Furnishings,FUR-FU-10004864,230,260,4,2,920,20.8,1019.2,99.20000000000005
Chairs,FUR-CH-10002602,200,240,2,5,400,24.0,456.0,56.0
Furnishings,FUR-FU-10000073,60,70,9,5,540,31.5,598.5,58.5
Binders,OFF-BI-10001670,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Binders,OFF-BI-10001658,10,10,2,5,20,1.0,19.0,-1.0
Chairs,FUR-CH-10001215,650,800,2,3,1300,48.0,1552.0,252.0
Binders,OFF-BI-10000831,0,0,3,4,0,0.0,0.0,0.0
Paper,OFF-PA-10000357,30,30,1,4,30,1.2,28.8,-1.1999999999999993
Binders,OFF-BI-10003274,20,20,5,3,100,3.0,97.0,-3.0
Art,OFF-AR-10001662,0,0,1,3,0,0.0,0.0,0.0
Art,OFF-AR-10003856,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Storage,OFF-ST-10001228,50,50,3,4,150,6.0,144.0,-6.0
Binders,OFF-BI-10003527,5210,6350,5,3,26050,952.5,30797.5,4747.5
Furnishings,FUR-FU-10001290,110,130,3,2,330,7.800000000000001,382.2,52.19999999999999
Accessories,TEC-AC-10002399,40,40,2,2,80,1.6,78.4,-1.5999999999999943
Art,OFF-AR-10002053,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Art,OFF-AR-10003811,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Art,OFF-AR-10001246,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Copiers,TEC-CO-10003236,2430,3000,5,5,12150,750.0,14250.0,2100.0
Storage,OFF-ST-10004507,40,50,3,4,120,6.0,144.0,24.0
Paper,OFF-PA-10001667,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Storage,OFF-ST-10004459,1020,1130,3,5,3060,169.5,3220.5,160.5
Accessories,TEC-AC-10000171,20,20,1,4,20,0.8,19.2,-0.8000000000000007
Storage,OFF-ST-10000736,120,130,2,4,240,10.4,249.6,9.599999999999994
Binders,OFF-BI-10000285,10,10,9,3,90,2.6999999999999997,87.3,-2.700000000000003
Tables,FUR-TA-10001857,180,210,2,2,360,8.4,411.6,51.60000000000002
Phones,TEC-PH-10003555,50,60,3,5,150,9.0,171.0,21.0
Accessories,TEC-AC-10003832,60,70,2,4,120,5.6,134.4,14.400000000000006
Fasteners,OFF-FA-10002815,20,20,5,4,100,4.0,96.0,-4.0
Chairs,FUR-CH-10003379,540,680,3,2,1620,40.8,1999.2,379.20000000000005
Furnishings,FUR-FU-10001756,50,50,3,2,150,3.0,147.0,-3.0
Storage,OFF-ST-10004963,40,40,3,5,120,6.0,114.0,-6.0
Supplies,OFF-SU-10002881,550,670,1,2,550,13.4,656.6,106.60000000000002
Envelopes,OFF-EN-10001335,50,50,6,3,300,9.0,291.0,-9.0
Chairs,FUR-CH-10000595,150,190,1,3,150,5.7,184.3,34.30000000000001
Furnishings,FUR-FU-10000448,40,50,3,2,120,3.0,147.0,27.0
Phones,TEC-PH-10000984,820,980,5,3,4100,147.0,4753.0,653.0
Binders,OFF-BI-10002557,20,20,5,2,100,2.0,98.0,-2.0
Storage,OFF-ST-10001325,20,20,2,5,40,2.0,38.0,-2.0
Binders,OFF-BI-10002429,30,40,7,5,210,14.0,266.0,56.0
Binders,OFF-BI-10004528,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Appliances,OFF-AP-10001271,130,150,3,4,390,18.0,432.0,42.0
Chairs,FUR-CH-10002647,230,280,4,4,920,44.8,1075.2,155.20000000000005
Accessories,TEC-AC-10001432,410,470,6,4,2460,112.80000000000001,2707.2,247.19999999999982
Phones,TEC-PH-10002262,300,380,8,4,2400,121.6,2918.4,518.4000000000001
Storage,OFF-ST-10001809,600,650,9,2,5400,117.0,5733.0,333.0
Accessories,TEC-AC-10001465,50,60,2,4,100,4.8,115.2,15.200000000000003
Phones,TEC-PH-10002597,100,100,1,5,100,5.0,95.0,-5.0
Furnishings,FUR-FU-10000723,60,70,4,3,240,8.4,271.6,31.600000000000023
Binders,OFF-BI-10000404,30,40,6,4,180,9.600000000000001,230.4,50.400000000000006
Paper,OFF-PA-10002986,10,10,2,5,20,1.0,19.0,-1.0
Storage,OFF-ST-10000604,210,250,9,4,1890,90.0,2160.0,270.0
Binders,OFF-BI-10004738,10,10,3,5,30,1.5,28.5,-1.5
Supplies,OFF-SU-10001935,10,10,5,5,50,2.5,47.5,-2.5
Chairs,FUR-CH-10002024,930,1120,2,3,1860,67.2,2172.8,312.8000000000002
Furnishings,FUR-FU-10003039,20,30,1,3,20,0.9,29.1,9.100000000000001
Fasteners,OFF-FA-10004248,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Storage,OFF-ST-10001780,1200,1300,2,2,2400,52.0,2548.0,148.0
Art,OFF-AR-10003560,20,20,4,5,80,4.0,76.0,-4.0
Labels,OFF-LA-10001297,20,20,2,2,40,0.8,39.2,-0.7999999999999972
Tables,FUR-TA-10004256,1260,1340,4,4,5040,214.4,5145.6,105.60000000000036
Paper,OFF-PA-10003441,30,30,5,3,150,4.5,145.5,-4.5
Furnishings,FUR-FU-10003347,40,40,3,5,120,6.0,114.0,-6.0
Binders,OFF-BI-10000069,70,80,7,4,490,22.400000000000002,537.6,47.60000000000002
Appliances,OFF-AP-10003914,10,10,5,4,50,2.0,48.0,-2.0
Furnishings,FUR-FU-10004020,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Fasteners,OFF-FA-10003467,0,0,2,5,0,0.0,0.0,0.0
Labels,OFF-LA-10000634,0,0,1,5,0,0.0,0.0,0.0
Phones,TEC-PH-10002496,330,370,3,4,990,44.400000000000006,1065.6,75.59999999999991
Paper,OFF-PA-10004530,70,90,8,5,560,36.0,684.0,124.0
Binders,OFF-BI-10001107,70,80,7,4,490,22.400000000000002,537.6,47.60000000000002
Paper,OFF-PA-10004451,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Chairs,FUR-CH-10004997,370,450,3,4,1110,54.0,1296.0,186.0
Labels,OFF-LA-10001297,60,70,7,3,420,14.700000000000001,475.3,55.30000000000001
Fasteners,OFF-FA-10000585,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Binders,OFF-BI-10001922,30,30,7,2,210,4.2,205.8,-4.199999999999989
Phones,TEC-PH-10000347,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Art,OFF-AR-10003394,10,10,3,5,30,1.5,28.5,-1.5
Paper,OFF-PA-10004530,150,160,14,4,2100,89.60000000000001,2150.4,50.40000000000009
Paper,OFF-PA-10001450,20,20,4,4,80,3.2,76.8,-3.200000000000003
Supplies,OFF-SU-10001574,10,10,2,5,20,1.0,19.0,-1.0
Storage,OFF-ST-10002974,70,70,2,3,140,4.2,135.8,-4.199999999999989
Furnishings,FUR-FU-10001475,10,10,1,5,10,0.5,9.5,-0.5
Supplies,OFF-SU-10004498,50,50,4,3,200,6.0,194.0,-6.0
Phones,TEC-PH-10004977,440,470,3,5,1320,70.5,1339.5,19.5
Phones,TEC-PH-10000586,90,110,2,4,180,8.8,211.2,31.19999999999999
Appliances,OFF-AP-10000358,30,30,3,5,90,4.5,85.5,-4.5
Binders,OFF-BI-10002764,10,10,7,2,70,1.4000000000000001,68.6,-1.4000000000000057
Phones,TEC-PH-10001254,360,410,4,2,1440,32.8,1607.2,167.20000000000005
Chairs,FUR-CH-10003956,60,70,1,4,60,2.8,67.2,7.200000000000003
Labels,OFF-LA-10003930,270,290,3,4,810,34.8,835.2,25.200000000000045
Phones,TEC-PH-10003800,80,80,2,3,160,4.8,155.2,-4.800000000000011
Paper,OFF-PA-10002005,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Binders,OFF-BI-10002498,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Paper,OFF-PA-10004101,10,10,2,5,20,1.0,19.0,-1.0
Art,OFF-AR-10004078,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Accessories,TEC-AC-10001266,20,30,3,3,60,2.7,87.3,27.299999999999997
Appliances,OFF-AP-10004708,70,80,2,3,140,4.8,155.2,15.199999999999989
Copiers,TEC-CO-10004115,1100,1200,3,5,3300,180.0,3420.0,120.0
Phones,TEC-PH-10002398,390,450,5,5,1950,112.5,2137.5,187.5
Furnishings,FUR-FU-10001979,310,330,8,2,2480,52.8,2587.2,107.19999999999982
Supplies,OFF-SU-10004115,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Phones,TEC-PH-10001425,120,140,3,2,360,8.399999999999999,411.6,51.60000000000002
Phones,TEC-PH-10003963,390,490,4,4,1560,78.4,1881.6,321.5999999999999
Supplies,OFF-SU-10001574,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Storage,OFF-ST-10001490,120,140,1,3,120,4.2,135.8,15.800000000000011
Furnishings,FUR-FU-10001756,40,50,3,5,120,7.5,142.5,22.5
Binders,OFF-BI-10000773,10,10,3,5,30,1.5,28.5,-1.5
Binders,OFF-BI-10001543,40,40,4,5,160,8.0,152.0,-8.0
Paper,OFF-PA-10002120,120,130,3,2,360,7.800000000000001,382.2,22.19999999999999
Binders,OFF-BI-10000848,0,0,2,5,0,0.0,0.0,0.0
Art,OFF-AR-10001246,20,20,9,3,180,5.3999999999999995,174.6,-5.400000000000006
Phones,TEC-PH-10003092,50,60,2,5,100,6.0,114.0,14.0
Phones,TEC-PH-10003012,340,370,3,3,1020,33.3,1076.7,56.700000000000045
Labels,OFF-LA-10004345,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Paper,OFF-PA-10001204,10,10,2,5,20,1.0,19.0,-1.0
Phones,TEC-PH-10004667,690,730,9,5,6210,328.5,6241.5,31.5
Phones,TEC-PH-10000011,100,120,10,3,1000,36.0,1164.0,164.0
Binders,OFF-BI-10002949,0,0,2,2,0,0.0,0.0,0.0
Furnishings,FUR-FU-10003849,30,40,2,4,60,3.2,76.8,16.799999999999997
Furnishings,FUR-FU-10000010,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Binders,OFF-BI-10002824,100,110,9,3,900,29.7,960.3,60.299999999999955
Phones,TEC-PH-10002538,30,40,1,4,30,1.6,38.4,8.399999999999999
Furnishings,FUR-FU-10000521,80,90,3,2,240,5.4,264.6,24.600000000000023
Binders,OFF-BI-10002103,10,10,5,3,50,1.5,48.5,-1.5
Chairs,FUR-CH-10004853,270,300,2,3,540,18.0,582.0,42.0
Appliances,OFF-AP-10000179,490,560,5,4,2450,112.0,2688.0,238.0
Storage,OFF-ST-10001272,440,520,4,2,1760,41.6,2038.4,278.4000000000001
Art,OFF-AR-10004042,150,160,9,3,1350,43.199999999999996,1396.8,46.799999999999955
Furnishings,FUR-FU-10000221,30,40,7,4,210,11.200000000000001,268.8,58.80000000000001
Appliances,OFF-AP-10001563,80,100,2,3,160,6.0,194.0,34.0
Binders,OFF-BI-10000605,20,20,5,5,100,5.0,95.0,-5.0
Paper,OFF-PA-10002615,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Storage,OFF-ST-10001963,200,240,3,2,600,14.399999999999999,705.6,105.60000000000002
Accessories,TEC-AC-10001267,110,120,5,4,550,24.0,576.0,26.0
Phones,TEC-PH-10002103,260,300,4,5,1040,60.0,1140.0,100.0
Accessories,TEC-AC-10002857,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Labels,OFF-LA-10003930,190,240,3,5,570,36.0,684.0,114.0
Chairs,FUR-CH-10001482,320,390,3,2,960,23.4,1146.6,186.5999999999999
Binders,OFF-BI-10001989,20,20,3,5,60,3.0,57.0,-3.0
Appliances,OFF-AP-10003287,110,120,3,2,330,7.199999999999999,352.8,22.80000000000001
Furnishings,FUR-FU-10000576,1000,1050,5,2,5000,105.0,5145.0,145.0
Binders,OFF-BI-10004728,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Furnishings,FUR-FU-10000732,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Storage,OFF-ST-10000585,300,330,2,5,600,33.0,627.0,27.0
Labels,OFF-LA-10002787,20,30,7,4,140,8.4,201.6,61.599999999999994
Accessories,TEC-AC-10003832,110,130,4,4,440,20.8,499.2,59.19999999999999
Paper,OFF-PA-10001934,10,10,1,5,10,0.5,9.5,-0.5
Appliances,OFF-AP-10002457,190,210,2,3,380,12.6,407.4,27.399999999999977
Fasteners,OFF-FA-10003112,20,30,5,3,100,4.5,145.5,45.5
Appliances,OFF-AP-10002350,30,30,2,4,60,2.4,57.6,-2.3999999999999986
Furnishings,FUR-FU-10001935,10,10,4,5,40,2.0,38.0,-2.0
Phones,TEC-PH-10003273,270,300,3,4,810,36.0,864.0,54.0
Accessories,TEC-AC-10001142,290,320,4,3,1160,38.4,1241.6,81.59999999999991
Paper,OFF-PA-10000482,350,380,10,4,3500,152.0,3648.0,148.0
Paper,OFF-PA-10003892,90,100,2,4,180,8.0,192.0,12.0
Accessories,TEC-AC-10001101,80,100,8,5,640,40.0,760.0,120.0
Appliances,OFF-AP-10002439,90,110,2,2,180,4.4,215.6,35.599999999999994
Binders,OFF-BI-10002827,0,0,2,5,0,0.0,0.0,0.0
Envelopes,OFF-EN-10002230,110,130,2,3,220,7.8,252.2,32.19999999999999
Chairs,FUR-CH-10001215,560,700,2,2,1120,28.0,1372.0,252.0
Binders,OFF-BI-10004654,0,0,2,5,0,0.0,0.0,0.0
Storage,OFF-ST-10001490,890,1000,7,2,6230,140.0,6860.0,630.0
Storage,OFF-ST-10001511,600,720,14,2,8400,201.6,9878.4,1478.3999999999996
Tables,FUR-TA-10001768,850,920,5,4,4250,184.0,4416.0,166.0
Binders,OFF-BI-10003981,0,0,3,4,0,0.0,0.0,0.0
Storage,OFF-ST-10001522,400,460,5,5,2000,115.0,2185.0,185.0
Fasteners,OFF-FA-10000621,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Supplies,OFF-SU-10004231,20,20,3,5,60,3.0,57.0,-3.0
Paper,OFF-PA-10000474,80,90,3,3,240,8.100000000000001,261.9,21.899999999999977
Phones,TEC-PH-10004042,320,380,3,5,960,57.0,1083.0,123.0
Furnishings,FUR-FU-10003096,20,30,5,5,100,7.5,142.5,42.5
